Algorithm,Array Type,Array Size,Sort Order,Execution Time (ns)
BubbleSortWhileNeeded,Byte[],10000,RANDOM,338992267
BubbleSortUntilNoChange,Byte[],10000,RANDOM,520760737
BubbleSortPassPerItem,Byte[],10000,RANDOM,399132411
BubbleSortWhileNeeded,Byte[],10000,RANDOM,336361318
BubbleSortUntilNoChange,Byte[],10000,RANDOM,524840715
BubbleSortPassPerItem,Byte[],10000,RANDOM,399177040
BubbleSortWhileNeeded,Byte[],10000,RANDOM,333448873
BubbleSortUntilNoChange,Byte[],10000,RANDOM,523435816
BubbleSortPassPerItem,Byte[],10000,RANDOM,398424944
BubbleSortWhileNeeded,Byte[],10000,RANDOM,333098346
BubbleSortUntilNoChange,Byte[],10000,RANDOM,521709681
BubbleSortPassPerItem,Byte[],10000,RANDOM,398933154
BubbleSortWhileNeeded,Byte[],10000,RANDOM,332816678
BubbleSortUntilNoChange,Byte[],10000,RANDOM,518150003
BubbleSortPassPerItem,Byte[],10000,RANDOM,400289469
BubbleSortWhileNeeded,Byte[],10000,RANDOM,338000913
BubbleSortUntilNoChange,Byte[],10000,RANDOM,515973106
BubbleSortPassPerItem,Byte[],10000,RANDOM,400973239
BubbleSortWhileNeeded,Byte[],10000,RANDOM,332234480
BubbleSortUntilNoChange,Byte[],10000,RANDOM,524487923
BubbleSortPassPerItem,Byte[],10000,RANDOM,399318740
BubbleSortWhileNeeded,Byte[],10000,RANDOM,334198081
BubbleSortUntilNoChange,Byte[],10000,RANDOM,523492798
BubbleSortPassPerItem,Byte[],10000,RANDOM,398863260
BubbleSortWhileNeeded,Byte[],10000,RANDOM,335118808
BubbleSortUntilNoChange,Byte[],10000,RANDOM,519375419
BubbleSortPassPerItem,Byte[],10000,RANDOM,399623368
BubbleSortWhileNeeded,Byte[],10000,RANDOM,336358165
BubbleSortUntilNoChange,Byte[],10000,RANDOM,519344388
BubbleSortPassPerItem,Byte[],10000,RANDOM,398581802
BubbleSortWhileNeeded,Byte[],10000,RANDOM,333410427
BubbleSortUntilNoChange,Byte[],10000,RANDOM,515066312
BubbleSortPassPerItem,Byte[],10000,RANDOM,404780067
BubbleSortWhileNeeded,Byte[],10000,RANDOM,331564943
BubbleSortUntilNoChange,Byte[],10000,RANDOM,516452789
BubbleSortPassPerItem,Byte[],10000,RANDOM,398621308
BubbleSortWhileNeeded,Byte[],10000,RANDOM,335626378
BubbleSortUntilNoChange,Byte[],10000,RANDOM,514347440
BubbleSortPassPerItem,Byte[],10000,RANDOM,399417863
BubbleSortWhileNeeded,Byte[],10000,RANDOM,333208672
BubbleSortUntilNoChange,Byte[],10000,RANDOM,525041606
BubbleSortPassPerItem,Byte[],10000,RANDOM,399361316
BubbleSortWhileNeeded,Byte[],10000,RANDOM,333696051
BubbleSortUntilNoChange,Byte[],10000,RANDOM,521721201
BubbleSortPassPerItem,Byte[],10000,RANDOM,400872365
BubbleSortWhileNeeded,Byte[],10000,RANDOM,335799056
BubbleSortUntilNoChange,Byte[],10000,RANDOM,521554112
BubbleSortPassPerItem,Byte[],10000,RANDOM,399024987
BubbleSortWhileNeeded,Byte[],10000,RANDOM,334315951
BubbleSortUntilNoChange,Byte[],10000,RANDOM,520627593
BubbleSortPassPerItem,Byte[],10000,RANDOM,399215228
BubbleSortWhileNeeded,Byte[],10000,RANDOM,333324707
BubbleSortUntilNoChange,Byte[],10000,RANDOM,524943307
BubbleSortPassPerItem,Byte[],10000,RANDOM,400067399
BubbleSortWhileNeeded,Byte[],10000,RANDOM,335151433
BubbleSortUntilNoChange,Byte[],10000,RANDOM,527989610
BubbleSortPassPerItem,Byte[],10000,RANDOM,400015323
BubbleSortWhileNeeded,Byte[],10000,RANDOM,337785502
BubbleSortUntilNoChange,Byte[],10000,RANDOM,518847264
BubbleSortPassPerItem,Byte[],10000,RANDOM,400332655
BubbleSortWhileNeeded,Byte[],10000,RANDOM,331552423
BubbleSortUntilNoChange,Byte[],10000,RANDOM,520213117
BubbleSortPassPerItem,Byte[],10000,RANDOM,399174740
BubbleSortWhileNeeded,Byte[],10000,RANDOM,332920991
BubbleSortUntilNoChange,Byte[],10000,RANDOM,518456593
BubbleSortPassPerItem,Byte[],10000,RANDOM,401495859
BubbleSortWhileNeeded,Byte[],10000,RANDOM,334883743
BubbleSortUntilNoChange,Byte[],10000,RANDOM,524403818
BubbleSortPassPerItem,Byte[],10000,RANDOM,403610945
BubbleSortWhileNeeded,Byte[],10000,RANDOM,334670580
BubbleSortUntilNoChange,Byte[],10000,RANDOM,519267882
BubbleSortPassPerItem,Byte[],10000,RANDOM,400337506
BubbleSortWhileNeeded,Byte[],10000,RANDOM,337680810
BubbleSortUntilNoChange,Byte[],10000,RANDOM,522226686
BubbleSortPassPerItem,Byte[],10000,RANDOM,399848917
BubbleSortWhileNeeded,Byte[],10000,RANDOM,339160590
BubbleSortUntilNoChange,Byte[],10000,RANDOM,526076437
BubbleSortPassPerItem,Byte[],10000,RANDOM,399024636
BubbleSortWhileNeeded,Byte[],10000,RANDOM,336907768
BubbleSortUntilNoChange,Byte[],10000,RANDOM,522001838
BubbleSortPassPerItem,Byte[],10000,RANDOM,399406352
BubbleSortWhileNeeded,Byte[],10000,RANDOM,334279597
BubbleSortUntilNoChange,Byte[],10000,RANDOM,521902558
BubbleSortPassPerItem,Byte[],10000,RANDOM,398215995
BubbleSortWhileNeeded,Byte[],10000,RANDOM,337791313
BubbleSortUntilNoChange,Byte[],10000,RANDOM,523604230
BubbleSortPassPerItem,Byte[],10000,RANDOM,398761329
BubbleSortWhileNeeded,Byte[],10000,RANDOM,332947500
BubbleSortUntilNoChange,Byte[],10000,RANDOM,518573291
BubbleSortPassPerItem,Byte[],10000,RANDOM,398157272
BubbleSortWhileNeeded,Byte[],10000,RANDOM,332874043
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513567299
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422790802
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322398346
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514041806
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423339414
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322209704
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513501776
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421836201
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322797722
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513777952
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422398306
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,324401734
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,512862272
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420890316
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322259841
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513625333
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422005432
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322213471
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,516312858
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422145674
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,324875310
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513626194
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421051340
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322277601
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513538657
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422845420
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322342362
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513429357
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421923514
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,323778818
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,518178016
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422396943
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322502471
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513962891
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420335374
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322420931
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513556538
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422557494
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322306023
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514693239
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421543360
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322368672
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513309107
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421203681
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322419584
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,516280794
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423484753
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322594331
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513426402
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423582207
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322333389
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514308628
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420645871
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322447711
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513686653
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421423249
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,323064922
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513092128
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423828081
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322308043
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513805382
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420318829
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322396761
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513638978
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421640118
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,328198405
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513549324
BubbleSortPassPerItem,Byte[],10000,DESCENDING,425612058
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,326374238
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513489608
BubbleSortPassPerItem,Byte[],10000,DESCENDING,424910579
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322294219
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513088948
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423028057
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322224928
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513260547
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422711774
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322448989
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514602808
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421824273
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322140371
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513999126
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421503651
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322315804
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513429367
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421531083
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322241168
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514299522
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421930615
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322225554
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513914449
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422115436
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322429395
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513515895
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421107404
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322288385
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514755712
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422690681
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322307517
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514326944
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421726142
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322446351
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514310816
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420866193
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322436447
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513712810
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422446794
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322217008
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,515682840
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420716735
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322299364
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,516675015
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420654937
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,324078122
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513711314
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422500987
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,323171147
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513632131
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421227023
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322336233
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,517477042
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421798720
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322219633
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513268026
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421746127
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,323187533
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,516497662
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421754132
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322252323
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513381884
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420765868
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322489055
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513392589
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421823197
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322663459
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514295460
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421849953
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322221704
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513643148
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420301630
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322490294
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,512228499
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421412446
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322261520
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514263947
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420118775
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322417495
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513346044
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421695090
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322919726
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513841076
BubbleSortPassPerItem,Byte[],10000,DESCENDING,426488966
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322235390
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513416090
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422374319
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322318289
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513228113
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421703969
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322456792
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513125084
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421590715
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322291856
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513893808
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421628073
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322520111
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,515504427
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422133476
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322290799
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,512959655
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422174548
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322156152
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,512771734
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420387193
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,325847558
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513379022
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420581235
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322444276
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513172497
BubbleSortPassPerItem,Byte[],10000,DESCENDING,420273975
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322283741
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514013968
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422447878
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322660732
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514730757
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423213397
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322307537
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514308203
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423074199
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322239523
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,519058336
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422227586
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322301529
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514113021
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422417094
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322286362
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514120488
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421333259
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322570216
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514107969
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421640927
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322384594
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513844587
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422609897
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322329592
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,516453416
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422919505
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,324030194
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513943981
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421879873
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322494346
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513566979
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422225706
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322324705
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,516217569
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422244680
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322435898
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513100765
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421307242
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322305748
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514243133
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422013287
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,324873708
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,518415731
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421823442
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322408303
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513808542
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421875734
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322354080
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513933885
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422326797
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322251921
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,515500052
BubbleSortPassPerItem,Byte[],10000,DESCENDING,424813008
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322430947
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513631512
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421396839
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322269674
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514626927
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421472438
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322299212
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,515661452
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422039419
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322221464
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514179560
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423404883
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322339187
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514161589
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422757128
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322670982
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513918711
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423506903
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,326662877
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513696157
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422252292
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322838194
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514164838
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421733864
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322449756
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514317289
BubbleSortPassPerItem,Byte[],10000,DESCENDING,424581835
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322429663
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513150651
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422359308
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322300262
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514022820
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422945109
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322201326
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513519442
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422109422
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,323465218
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514439016
BubbleSortPassPerItem,Byte[],10000,DESCENDING,421766817
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322391302
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513475669
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422560783
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322284906
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514018298
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422134070
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,325384230
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,518227113
BubbleSortPassPerItem,Byte[],10000,DESCENDING,423650744
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322637312
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,514738881
BubbleSortPassPerItem,Byte[],10000,DESCENDING,428021554
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322456080
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,515584702
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422857648
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322429345
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,515220470
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422961749
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322244664
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513813353
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422456205
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322328853
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,513845946
BubbleSortPassPerItem,Byte[],10000,DESCENDING,425139650
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322331261
BubbleSortUntilNoChange,Byte[],10000,DESCENDING,515984065
BubbleSortPassPerItem,Byte[],10000,DESCENDING,422121714
BubbleSortWhileNeeded,Byte[],10000,DESCENDING,322543481
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6056659
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5384983
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3785432
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6047668
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5232843
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3788523
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6056333
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5199095
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3807415
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6023377
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5218340
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,4160010
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6074592
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5257549
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3814714
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6042381
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5210912
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3796431
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6511670
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5233619
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3790124
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6708992
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5243078
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3780106
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6018261
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5380772
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3822755
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6031049
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5228800
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3859556
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6060993
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5226432
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,4714706
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6069152
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5382927
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3825590
BubbleSortUntilNoChange,Integer[],1000,DESCENDING,6057479
BubbleSortPassPerItem,Integer[],1000,DESCENDING,5200150
BubbleSortWhileNeeded,Integer[],1000,DESCENDING,3812472
